lokasi,judul,deskripsi,harga_bersih,kamar_tidur,kamar_mandi,luas_tanah_m2,luas_bangunan,tanggal_clean,kecamatan,catatan
"Kedungkandang, Malang","Rumah Jual Kawasan Elit Perumahan Ciputra Grup One Gate System Dekat Gor Ken Arok, SMAN 6, Kampus Terbuka, SDI Al-Azhar, Kantor Terpadu   Spesifika...","Rumah Jual Kawasan Elit Perumahan Ciputra Grup One Gate System Dekat Gor Ken Arok, SMAN 6, Kampus Terbuka, SDI Al-Azhar, Kantor Terpadu   Spesifika...",850000000.0,2.0,1.0,96.0,40.0,2026-04-13,Kedungkandang,Aman
"Lowokwaru, Malang","DIJUAL CEPAT : Dijual rumah nyaman dan asri di Lowokwaru Kotamadya Malang, bebas banjir, dekat sekolah, RS, bank, perkantoran, sangat strategis, ny...","DIJUAL CEPAT : Dijual rumah nyaman dan asri di Lowokwaru Kotamadya Malang, bebas banjir, dekat sekolah, RS, bank, perkantoran, sangat strategis, ny...",880000000.0,3.0,2.0,97.0,75.0,2026-04-13,Lowokwaru,Aman
"Sukun, Malang",Spesifikasi Luas tanah : 388 m² Luas bangunan : 174 m² 1 Lantai Kamar tidur : 4+1 Kamar mandi : 2+1 Hadap : selatan Surat : SHM Air : Sumur Listr...,Spesifikasi Luas tanah : 388 m² Luas bangunan : 174 m² 1 Lantai Kamar tidur : 4+1 Kamar mandi : 2+1 Hadap : selatan Surat : SHM Air : Sumur Listr...,3500000000.0,5.0,3.0,388.0,174.0,2026-04-13,Sukun,Aman
"Blimbing, Malang",Luas tanah 103 m² Luas bangunan 125 m² Bangunan 2 lantai (sebagian) Jumlah kamar tidur 2 Jumlah kamar mandi 1 Listrik 1300 watt (token) Air sumur...,Luas tanah 103 m² Luas bangunan 125 m² Bangunan 2 lantai (sebagian) Jumlah kamar tidur 2 Jumlah kamar mandi 1 Listrik 1300 watt (token) Air sumur...,900000000.0,2.0,1.0,103.0,125.0,2026-04-13,Blimbing,Aman
"Dieng, Malang","Dijual rumah full furnish, kondisi perabotan masih bagus. Lokasi di Mulyorejo, Kota Malang. Hanya 8 menit ke Cybermall Dieng, dan Universitas Merde...","Dijual rumah full furnish, kondisi perabotan masih bagus. Lokasi di Mulyorejo, Kota Malang. Hanya 8 menit ke Cybermall Dieng, dan Universitas Merde...",375000000.0,2.0,1.0,72.0,72.0,2026-04-13,Sukun,Aman
"Sukun, Malang","Rumah 1 lantai di Sukun, Malang.  For sale rumah di wilayah yang asri dengan pemandangan Dipinggiran kota. Properti 1 lantai ini berada di lingkung...","Rumah 1 lantai di Sukun, Malang.  For sale rumah di wilayah yang asri dengan pemandangan Dipinggiran kota. Properti 1 lantai ini berada di lingkung...",285000000.0,2.0,1.0,50.0,36.0,2026-04-13,Sukun,Aman
"Dieng, Malang","Dijual rumah terbaik di Kota Malang, dengan harga yang terjangkau. Bangunan rumah dari material bata merah, sangat kokoh dan sejuk. Lingkungan peru...","Dijual rumah terbaik di Kota Malang, dengan harga yang terjangkau. Bangunan rumah dari material bata merah, sangat kokoh dan sejuk. Lingkungan peru...",480000000.0,2.0,1.0,75.0,50.0,2026-04-13,Sukun,Aman
"Klojen, Malang",Spesifikasi: Tiap kamar ada mezzanine + walk in closet Lantai marmer  Luas tanah 1558 m² Luas bangunan ± 1500 m² Kamar tidur 5 + 2 Kamar mandi 5...,Spesifikasi: Tiap kamar ada mezzanine + walk in closet Lantai marmer  Luas tanah 1558 m² Luas bangunan ± 1500 m² Kamar tidur 5 + 2 Kamar mandi 5...,21700000000.0,6.0,7.0,1558.0,1500.0,2026-04-13,Klojen,Aman
"Sukun, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Sukun, Malang.  Rumah ini menawarkan lokasi yang strategis se...","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Sukun, Malang.  Rumah ini menawarkan lokasi yang strategis se...",285000000.0,2.0,1.0,50.0,36.0,2026-04-13,Sukun,Aman
"Sawojajar, Malang","Dijual rumah cantik Residence, Cemoro Kandang, Kedungkandang, kota Malang. Dekat sekali dengan exit tol sawojajar Malang :  Spesifkasi : Luas Tanah...","Dijual rumah cantik Residence, Cemoro Kandang, Kedungkandang, kota Malang. Dekat sekali dengan exit tol sawojajar Malang :  Spesifkasi : Luas Tanah...",300000000.0,2.0,1.0,66.0,48.0,2026-04-13,Blimbing,Aman
"Sukun, Malang","Rumah di Sukun.  Miliki rumah 1 lantai yang nyaman ini,  dijual dengan pemandangan asri yang menambah nilai estetika di lingkungan hunian. Rumah in...","Rumah di Sukun.  Miliki rumah 1 lantai yang nyaman ini,  dijual dengan pemandangan asri yang menambah nilai estetika di lingkungan hunian. Rumah in...",285000000.0,2.0,1.0,50.0,36.0,2026-04-13,Sukun,Aman
"Dieng, Malang","Dijual Rumah Furnished di Puncak Dieng, Dieng Malang   Luas Tanah 250 m² Dimensi 10 x 25 m Luas Bangunan 200 m²  Kamar Tidur 3 + 1 Kamar Mandi 1 ...","Dijual Rumah Furnished di Puncak Dieng, Dieng Malang   Luas Tanah 250 m² Dimensi 10 x 25 m Luas Bangunan 200 m²  Kamar Tidur 3 + 1 Kamar Mandi 1 ...",2600000000.0,4.0,2.0,250.0,200.0,2026-04-13,Sukun,Aman
"Blimbing, Malang","Turun Harga  Dijual Rumah di Jalan Sungai - sungai, Daerah Ciliwung, Blimbing Malang  Luas Tanah 169 m² Dimensi 8 x 21 m Luas Bangunan 300 m² 2 L...","Turun Harga  Dijual Rumah di Jalan Sungai - sungai, Daerah Ciliwung, Blimbing Malang  Luas Tanah 169 m² Dimensi 8 x 21 m Luas Bangunan 300 m² 2 L...",3400000000.0,4.0,2.0,169.0,300.0,2026-04-13,Blimbing,Aman
"Kedungkandang, Malang","Rumah 1 lantai di Kedungkandang, Malang.  For sale rumah di wilayah yang tenang dengan pemandangan Lokasi di Pusat Kota. Properti 1 lantai bergaya ...","Rumah 1 lantai di Kedungkandang, Malang.  For sale rumah di wilayah yang tenang dengan pemandangan Lokasi di Pusat Kota. Properti 1 lantai bergaya ...",557000000.0,2.0,1.0,72.0,72.0,2026-04-13,Kedungkandang,Aman
"Sawojajar, Malang","*Termurah Malang Kota 408,5Juta*  *Best offer 5 Menit Tol Malang Rumah Baru One Gate Cluster Malang Kota*  *Harga sudah Termasuk* Pajak BPHTB  By N...","*Termurah Malang Kota 408,5Juta*  *Best offer 5 Menit Tol Malang Rumah Baru One Gate Cluster Malang Kota*  *Harga sudah Termasuk* Pajak BPHTB  By N...",408000000.0,1.0,1.0,60.0,30.0,2026-04-13,Blimbing,Aman
"Araya, Malang","Dijual Rumah di Raya Pondok Blimbing Indah Araya depan Malang  Luas tanah : 200 m²  Luas Bangun : 240 m² Dimensi : 10 x 20 m Lantai  : 1,5 lantai...","Dijual Rumah di Raya Pondok Blimbing Indah Araya depan Malang  Luas tanah : 200 m²  Luas Bangun : 240 m² Dimensi : 10 x 20 m Lantai  : 1,5 lantai...",3200000000.0,5.0,3.0,200.0,240.0,2026-04-13,Blimbing,Aman
"Araya, Malang",K39 Update Colisting  Dijual Rumah Tema Klasik di Cluster Golf Kota Araya Malang  - berada di posisi hook - ⁠kondisi baik dan siap huni - ⁠priv...,K39 Update Colisting  Dijual Rumah Tema Klasik di Cluster Golf Kota Araya Malang  - berada di posisi hook - ⁠kondisi baik dan siap huni - ⁠priv...,2300000000.0,4.0,3.0,210.0,350.0,2026-04-13,Blimbing,Aman
"Tidar, Malang","Rumah siap huni di Tidar, Malang. Dekat Puncak Esberg Tidar Malang. Perumahan one gate system Sangat aman dan tenang Perumahan sudah padat penduduk...","Rumah siap huni di Tidar, Malang. Dekat Puncak Esberg Tidar Malang. Perumahan one gate system Sangat aman dan tenang Perumahan sudah padat penduduk...",650000000.0,2.0,1.0,87.0,45.0,2026-04-13,Sukun,Aman
"Lowokwaru, Malang","Dijual rumah bagus siap huni perumahan Griya Shanta Malang  Luas 117 m2 dengan 4 kamar tidur Lokasi nyaman, akses mudah, dekat dengan kampus Univer...","Dijual rumah bagus siap huni perumahan Griya Shanta Malang  Luas 117 m2 dengan 4 kamar tidur Lokasi nyaman, akses mudah, dekat dengan kampus Univer...",1200000000.0,4.0,3.0,117.0,130.0,2026-04-13,Lowokwaru,Aman
"Lowokwaru, Malang",Dijual rumah 4 kamar tidur di perumahan Permata Brantas Indah Tunggulwulung Malang  Lokasi dekat area kampus Universitas Brawijaya dan kampus Polit...,Dijual rumah 4 kamar tidur di perumahan Permata Brantas Indah Tunggulwulung Malang  Lokasi dekat area kampus Universitas Brawijaya dan kampus Polit...,1000000000.0,4.0,2.0,164.0,115.0,2026-04-13,Lowokwaru,Aman
"Soekarno Hatta, Malang",AXJJ  GREEN ORCHID - Malang LT 399 LB 339 KT 6 KM 4 Listrik 2200 Rp 8.000.000.000  SHM Hadap Barat  Rumah mewah 2 lantai di perumahan elit kota Mal...,AXJJ  GREEN ORCHID - Malang LT 399 LB 339 KT 6 KM 4 Listrik 2200 Rp 8.000.000.000  SHM Hadap Barat  Rumah mewah 2 lantai di perumahan elit kota Mal...,8000000000.0,6.0,4.0,399.0,339.0,2026-04-13,Lowokwaru,Aman
"Lowokwaru, Malang",Dijual rumah bagus nyaman di daerah Lowokwaru Malang  Luas 220 m2 dengan 3 kamar tidur Rumah kondisi bagus terawat Lingkungan aman nyaman Lokasi de...,Dijual rumah bagus nyaman di daerah Lowokwaru Malang  Luas 220 m2 dengan 3 kamar tidur Rumah kondisi bagus terawat Lingkungan aman nyaman Lokasi de...,2500000000.0,3.0,3.0,220.0,110.0,2026-04-13,Lowokwaru,Aman
"Kedungkandang, Malang","Rumah pojok siap huni di perumahan Citra Garden Malang Akses hanya 5 menit dari exit tol Malang( Madyopuro)  Hawa sejuk , lokasi tenang  Di lantai ...","Rumah pojok siap huni di perumahan Citra Garden Malang Akses hanya 5 menit dari exit tol Malang( Madyopuro)  Hawa sejuk , lokasi tenang  Di lantai ...",2500000000.0,5.0,5.0,180.0,186.0,2026-04-13,Kedungkandang,Aman
"Dieng, Malang",Rumah 2 lantai siap huni di perumahan Puncak Dieng Lokasi dekat dengan Universitas Brawijaya 2( Kedokteran Hewan)  Bagian belakang rumah masih ada ...,Rumah 2 lantai siap huni di perumahan Puncak Dieng Lokasi dekat dengan Universitas Brawijaya 2( Kedokteran Hewan)  Bagian belakang rumah masih ada ...,2400000000.0,7.0,4.0,250.0,220.0,2026-04-13,Sukun,Aman
"Blimbing, Malang","Rumah dengan banyak kamar di jalan candi- candi  Lokasi strategis dekat dengan jalan raya Borobudur , Sekolah Sabililah , Pasar Blimbing dan kampus...","Rumah dengan banyak kamar di jalan candi- candi  Lokasi strategis dekat dengan jalan raya Borobudur , Sekolah Sabililah , Pasar Blimbing dan kampus...",2000000000.0,7.0,2.0,258.0,300.0,2026-04-13,Blimbing,Aman
"Soekarno Hatta, Malang",DIJUAL  DIJUAL RUMAH STRATEGIS!!!  DAERAH SUHAT!  BOROBUDUR AGUNG  DATA SPESIFIKASI  :  》 LUAS TANAH : 62 m2  》 LUAS BANGUNAN : 85 m2 》3 kama...,DIJUAL  DIJUAL RUMAH STRATEGIS!!!  DAERAH SUHAT!  BOROBUDUR AGUNG  DATA SPESIFIKASI  :  》 LUAS TANAH : 62 m2  》 LUAS BANGUNAN : 85 m2 》3 kama...,875000000.0,3.0,2.0,62.0,85.0,2026-04-13,Lowokwaru,Aman
"Dieng, Malang",DIJUAL CEPAT  Rumah 1 lantai  Villa Dieng Residence Malang Data Spesifikasi : LT  = 98 m² (7x14) LB = 70 m² 2 Kamar Tidur 1 Kamar Mandi Row Jalan...,DIJUAL CEPAT  Rumah 1 lantai  Villa Dieng Residence Malang Data Spesifikasi : LT  = 98 m² (7x14) LB = 70 m² 2 Kamar Tidur 1 Kamar Mandi Row Jalan...,850000000.0,2.0,1.0,98.0,70.0,2026-04-13,Sukun,Aman
"Klojen, Malang",DIJUAL  SHM Rumah 1 lantai Luas Tanah = 635 m2 (12x50) Luas Bangunan = 300 m2 Kamar Tidur = 5 + 1 Kamar Mandi = 2 + 1 Dapur Garasi 1 mobil Carport ...,DIJUAL  SHM Rumah 1 lantai Luas Tanah = 635 m2 (12x50) Luas Bangunan = 300 m2 Kamar Tidur = 5 + 1 Kamar Mandi = 2 + 1 Dapur Garasi 1 mobil Carport ...,15000000000.0,6.0,3.0,635.0,300.0,2026-04-13,Klojen,Aman
"Sukun, Malang","Rumah bergaya minimalis di Janti  Cek segera rumah 2 lantai yang nyaman ini,  dijual dengan pemandangan asri yang menambah nilai estetika di lingku...","Rumah bergaya minimalis di Janti  Cek segera rumah 2 lantai yang nyaman ini,  dijual dengan pemandangan asri yang menambah nilai estetika di lingku...",850000000.0,3.0,1.0,102.0,90.0,2026-04-13,Sukun,Aman
"Lowokwaru, Malang",RUMAH BANGUNAN LAMA DAN LUAS DI DAERAH BUNGA-BUNGA  Jual Rumah JL. BUNGA FLAMBOYAN - Malang LT 469 LB 300 KT 4 KM 3 Dimensi 20 x 23 Listrik 3500 Rp...,RUMAH BANGUNAN LAMA DAN LUAS DI DAERAH BUNGA-BUNGA  Jual Rumah JL. BUNGA FLAMBOYAN - Malang LT 469 LB 300 KT 4 KM 3 Dimensi 20 x 23 Listrik 3500 Rp...,3500000000.0,4.0,3.0,469.0,300.0,2026-04-13,Lowokwaru,Aman
"Dieng, Malang",RUMAH 2 LANTAI MURAH DI BUKIT DIENG MALANG  Jual Rumah BUKIT DIENG - Malang LT 135 LB 170 KT 3+1 KM 2+1 Dimensi 9 x 15 Listrik 2200 Rp 1.700.000.00...,RUMAH 2 LANTAI MURAH DI BUKIT DIENG MALANG  Jual Rumah BUKIT DIENG - Malang LT 135 LB 170 KT 3+1 KM 2+1 Dimensi 9 x 15 Listrik 2200 Rp 1.700.000.00...,1700000000.0,4.0,3.0,135.0,170.0,2026-04-13,Sukun,Aman
"Sulfat, Malang",RUMAH BARU RENOVASI SIAP HUNI DI SULFAT Jual Rumah SIMPANG SULFAT SELATAN - Malang LT 116 LB 75 KT 3 KM 2 Dimensi 8 x 14 Listrik 1300 Rp 975.000.00...,RUMAH BARU RENOVASI SIAP HUNI DI SULFAT Jual Rumah SIMPANG SULFAT SELATAN - Malang LT 116 LB 75 KT 3 KM 2 Dimensi 8 x 14 Listrik 1300 Rp 975.000.00...,975000000.0,3.0,2.0,116.0,75.0,2026-04-13,Blimbing,Aman
"Sawojajar, Malang",RUMAH APIK 4 KAMAR DI SAWOJAJAR MALANG Jual Rumah DANAU-DANAU SAWOJAJAR 1 - Malang LT 300 LB 238 KT 4+1 KM 2+1 Dimensi 12 x 25 Listrik 1300 Rp 2.00...,RUMAH APIK 4 KAMAR DI SAWOJAJAR MALANG Jual Rumah DANAU-DANAU SAWOJAJAR 1 - Malang LT 300 LB 238 KT 4+1 KM 2+1 Dimensi 12 x 25 Listrik 1300 Rp 2.00...,2000000000.0,5.0,3.0,300.0,238.0,2026-04-13,Blimbing,Aman
"Klojen, Malang","Rumah Dijual Malang Rumah Siap Huni
 5 kamar tidur
 1 kamar tidur pembantu
 2 kamar mandi
 1 dapur
 2 carpot
 1 ruang tamu
 1 ruang keluarga
 1 gud...","Rumah Dijual Malang Rumah Siap Huni
 5 kamar tidur
 1 kamar tidur pembantu
 2 kamar mandi
 1 dapur
 2 carpot
 1 ruang tamu
 1 ruang keluarga
 1 gud...",2150000000.0,5.0,2.0,253.0,200.0,2026-04-13,Klojen,Aman
"Klojen, Malang","Rumah 1,5 lantai yang dengan kondisi sangat terawat.Lokasi sangat strategis terletak dekat beberapa sekolah ( SMP 3, St Yusup,Taman Harapan ,Cor Je...","Rumah 1,5 lantai yang dengan kondisi sangat terawat.Lokasi sangat strategis terletak dekat beberapa sekolah ( SMP 3, St Yusup,Taman Harapan ,Cor Je...",17000000000.0,6.0,7.0,1120.0,800.0,2026-04-13,Klojen,Aman
"Sukun, Malang","Rumah 1 lantai di Sukun, Malang.  Dijual rumah di wilayah yang tenang dengan pemandangan Lokasi dipusat kota. Properti 1 lantai ini berada di lingk...","Rumah 1 lantai di Sukun, Malang.  Dijual rumah di wilayah yang tenang dengan pemandangan Lokasi dipusat kota. Properti 1 lantai ini berada di lingk...",285000000.0,2.0,1.0,50.0,36.0,2026-04-13,Sukun,Aman
"Araya, Malang",Dijual: Rumah di Ixora The Araya - Malang.  Lebar tanah = 24 Panjang tanah = 20 Luas tanah 24x20 = 480 m² Luas bangunan: 372 m² KT : 4 KM : 3 Lan...,Dijual: Rumah di Ixora The Araya - Malang.  Lebar tanah = 24 Panjang tanah = 20 Luas tanah 24x20 = 480 m² Luas bangunan: 372 m² KT : 4 KM : 3 Lan...,10000000000.0,5.0,4.0,480.0,372.0,2026-04-13,Blimbing,Aman
"Tidar, Malang","Rumah Dijual Malang Rumah terawat 2 lantai di Tidar
 lokasi strategis, 15 menit ke pusat kota
 dekat SMAK St Albertus, STIKI
 dekat Univ Machung, C...","Rumah Dijual Malang Rumah terawat 2 lantai di Tidar
 lokasi strategis, 15 menit ke pusat kota
 dekat SMAK St Albertus, STIKI
 dekat Univ Machung, C...",2300000000.0,6.0,4.0,236.0,266.0,2026-04-13,Sukun,Aman
"Tunjungsekar, Malang",Jual murah dan Lokasi strategis untuk rumah kos di Jl. Ikan Paus Kota Malang.  Lt. 180 m² Lb. 133 m² Lebar depan 12 meter Hadap Barat 2 lantai Km...,Jual murah dan Lokasi strategis untuk rumah kos di Jl. Ikan Paus Kota Malang.  Lt. 180 m² Lb. 133 m² Lebar depan 12 meter Hadap Barat 2 lantai Km...,1350000000.0,7.0,3.0,180.0,133.0,2026-04-13,Lowokwaru,Ada kata 'kos/kost' di judul
"Sukun, Malang","Dijual rumah di perumahan Tidar, Malang. Lokasi tidak jauh dari beberapa Universitas terkemuka di Malang (Universitas Machung, Universitas Brawijay...","Dijual rumah di perumahan Tidar, Malang. Lokasi tidak jauh dari beberapa Universitas terkemuka di Malang (Universitas Machung, Universitas Brawijay...",1300000000.0,2.0,1.0,120.0,75.0,2026-04-13,Sukun,Aman
"Araya, Malang",Rumah minimalis harga nego di cluster Brassia Hills Araya Cluster ini dekat dengan Universitas Binus dan exit tol Pakis Sangat cocok untuk investas...,Rumah minimalis harga nego di cluster Brassia Hills Araya Cluster ini dekat dengan Universitas Binus dan exit tol Pakis Sangat cocok untuk investas...,750000000.0,2.0,1.0,72.0,45.0,2026-04-13,Blimbing,Aman
"Sulfat, Malang",K38 *Primary    :fire:KEBACUT!! PAKET LENGKAP MURAH!! :fire: Rumah Kota Malang Sulfat  Luas tanah 114m  Luas bangunan 55m Kamar tidur 2 Kamar mandi...,K38 *Primary    :fire:KEBACUT!! PAKET LENGKAP MURAH!! :fire: Rumah Kota Malang Sulfat  Luas tanah 114m  Luas bangunan 55m Kamar tidur 2 Kamar mandi...,837000000.0,2.0,2.0,114.0,55.0,2026-04-13,Blimbing,Aman
"Sulfat, Malang","DIJUAL RUMAH TANH LUAS MASIH STANDART  LOKASI SULFAT MALANG  Status kepemilikan: SHM,  Pajak: lunas.  Luas tanah: 225 m2 (25 m x 9 m). Luas banguna...","DIJUAL RUMAH TANH LUAS MASIH STANDART  LOKASI SULFAT MALANG  Status kepemilikan: SHM,  Pajak: lunas.  Luas tanah: 225 m2 (25 m x 9 m). Luas banguna...",1300000000.0,3.0,2.0,225.0,215.0,2026-04-13,Blimbing,Aman
"Sulfat, Malang","Rumah siap huni lokasi strategis, sangat nyaman untuk hunian keluarga   Lt 123² lb -+ 198 KT 5 km 3 Balkon Tempat cucian Gudang 2 Carport  Teras d...","Rumah siap huni lokasi strategis, sangat nyaman untuk hunian keluarga   Lt 123² lb -+ 198 KT 5 km 3 Balkon Tempat cucian Gudang 2 Carport  Teras d...",1500000000.0,5.0,3.0,123.0,198.0,2026-04-13,Blimbing,Aman
"Lowokwaru, Malang","lokasi  Grand Mahsyur Residence, Kota Malang  Luas Tanah 82 m2 Luas Bangunan 80 m2 Kamar Tidur 2 Kamar Mandi 2 Ruang Gudang 1 Jemuran atas Tandon a...","lokasi  Grand Mahsyur Residence, Kota Malang  Luas Tanah 82 m2 Luas Bangunan 80 m2 Kamar Tidur 2 Kamar Mandi 2 Ruang Gudang 1 Jemuran atas Tandon a...",750000000.0,2.0,2.0,82.0,80.0,2026-04-13,Lowokwaru,Aman
"Tidar, Malang","DIJUAL RUMAH BARU SIAP HUNI LOKASI PERUMAHAN TIDAR , KOTA MALANG   Harga : 925.000.000  - Luas Tanah 108 m2 (8 x 13.5) - Luas Bangunan 88 m2 - 1 La...","DIJUAL RUMAH BARU SIAP HUNI LOKASI PERUMAHAN TIDAR , KOTA MALANG   Harga : 925.000.000  - Luas Tanah 108 m2 (8 x 13.5) - Luas Bangunan 88 m2 - 1 La...",925000000.0,3.0,2.0,108.0,88.0,2026-04-13,Sukun,Aman
"Araya, Malang","DIJUAL RUMAH BARU MODERN MINIMALIS  LOKASI BERADA DI KAWASAN ELIT PERUM ARAYA GOLF , MALANG  (On Progres - Terima Jadi Siap Huni)   Harga : 3.1 Mil...","DIJUAL RUMAH BARU MODERN MINIMALIS  LOKASI BERADA DI KAWASAN ELIT PERUM ARAYA GOLF , MALANG  (On Progres - Terima Jadi Siap Huni)   Harga : 3.1 Mil...",3100000000.0,5.0,5.0,200.0,256.0,2026-04-13,Blimbing,Aman
"Kedungkandang, Malang","Dijual Rumah Perumahan Villa Gunung Buring, Kedungkandang, Malang  Luas Tanah : 10x20: 200 m Luas Bangunan : 350 m Jumlah Kamar Tidur : 5+1 Jumlah ...","Dijual Rumah Perumahan Villa Gunung Buring, Kedungkandang, Malang  Luas Tanah : 10x20: 200 m Luas Bangunan : 350 m Jumlah Kamar Tidur : 5+1 Jumlah ...",2000000000.0,6.0,6.0,200.0,350.0,2026-04-13,Kedungkandang,Aman
"Araya, Malang",Dijual Rumah Mewah Cluster Ixora Valley Araya Sudah Lengkap Furnish Dan Lampu Hias  Spesifikasi : Legalitas : SHM bukan HGB Luas tanah : 200 m2 Dim...,Dijual Rumah Mewah Cluster Ixora Valley Araya Sudah Lengkap Furnish Dan Lampu Hias  Spesifikasi : Legalitas : SHM bukan HGB Luas tanah : 200 m2 Dim...,3550000000.0,5.0,5.0,200.0,227.0,2026-04-13,Blimbing,Aman
"Lowokwaru, Malang","Rumah Murah Strategis Area Kos Bunga Cengkeh Selangkah Ke Suhat.  Lokasi dekat dengan jalan soekarno hatta, pusat perbelanjaan, rumah sakit, pom be...","Rumah Murah Strategis Area Kos Bunga Cengkeh Selangkah Ke Suhat.  Lokasi dekat dengan jalan soekarno hatta, pusat perbelanjaan, rumah sakit, pom be...",1250000000.0,7.0,2.0,102.0,100.0,2026-04-13,Lowokwaru,Ada kata 'kos/kost' di judul
"Lowokwaru, Malang","Rumah Murah Luas 159 m2 Area Ikan Piranha Suhat  Lokasi dekat dengan jalan soekarno hatta, pusat perbelanjaan, rumah sakit, pom bensin dan beberapa...","Rumah Murah Luas 159 m2 Area Ikan Piranha Suhat  Lokasi dekat dengan jalan soekarno hatta, pusat perbelanjaan, rumah sakit, pom bensin dan beberapa...",990000000.0,4.0,2.0,159.0,110.0,2026-04-13,Lowokwaru,Aman
"Araya, Malang","Rumah Mewah DIJUAL berada di jalan poros perumahan elit Kota Malang. Dekat Starbuck, Mall, Terminal Arjosari, kantor dinas/pemerintahan Kota, akses...","Rumah Mewah DIJUAL berada di jalan poros perumahan elit Kota Malang. Dekat Starbuck, Mall, Terminal Arjosari, kantor dinas/pemerintahan Kota, akses...",15000000000.0,6.0,5.0,775.0,700.0,2026-04-13,Blimbing,Aman
"Araya, Malang","Rumah Posisi Pojok Lokasi Tenang di Araya Dekat Terminal Arjosari, Persada, Plaza Araya, Akses Mudah Ke Tengah Kota dan Exit Tol Cocok untuk Keluar...","Rumah Posisi Pojok Lokasi Tenang di Araya Dekat Terminal Arjosari, Persada, Plaza Araya, Akses Mudah Ke Tengah Kota dan Exit Tol Cocok untuk Keluar...",1500000000.0,3.0,2.0,241.0,150.0,2026-04-13,Blimbing,Aman
"Araya, Malang","Dijual Rumah di Kawasan PBI dengan fasilitas lengkap dekat Sekolah Unggulan, Mall, Rumah Sakit, Kampus, hingga Bandara dan Exit Tol Singosari   Spe...","Dijual Rumah di Kawasan PBI dengan fasilitas lengkap dekat Sekolah Unggulan, Mall, Rumah Sakit, Kampus, hingga Bandara dan Exit Tol Singosari   Spe...",1450000000.0,4.0,3.0,135.0,200.0,2026-04-13,Blimbing,Aman
"Araya, Malang","Rumah Mewah Jalan Kembar Bouelavrd Araya Golf Ada Kolam Renang
 
 Kawasan elite di kota Malang mudah diakses dan jalanan yang lebar.
 Fasilitas san...","Rumah Mewah Jalan Kembar Bouelavrd Araya Golf Ada Kolam Renang
 
 Kawasan elite di kota Malang mudah diakses dan jalanan yang lebar.
 Fasilitas san...",5200000000.0,4.0,3.0,370.0,400.0,2026-04-13,Blimbing,Aman
"Sukun, Malang","Rumah Klasik dekat Alun-Alun Kota Malang, Pasar Besar, RST. Spesifikasi : LT 223 m2 LB 250 m2 2 lantai KT : 4 KM : 4 Garasi 2 mobil Carport 1 mobil...","Rumah Klasik dekat Alun-Alun Kota Malang, Pasar Besar, RST. Spesifikasi : LT 223 m2 LB 250 m2 2 lantai KT : 4 KM : 4 Garasi 2 mobil Carport 1 mobil...",2100000000.0,4.0,4.0,223.0,250.0,2026-04-13,Sukun,Aman
"Araya, Malang",Nikmati kenyamanan tinggal di kawasan prestisius Kota Mandiri Araya dengan akses super strategis. Hanya jalan kaki ke berbagai fasilitas unggulan s...,Nikmati kenyamanan tinggal di kawasan prestisius Kota Mandiri Araya dengan akses super strategis. Hanya jalan kaki ke berbagai fasilitas unggulan s...,8000000000.0,5.0,5.0,499.0,355.0,2026-04-13,Blimbing,Aman
"Tidar, Malang","TERMURAH Turun Harga Dijual Rumah di Tidar Bawah, Malang harga bawah pasar  Dekat lai-lai supermarket  Luas tanah 300 m² Luas bangunan 250 m²  1....","TERMURAH Turun Harga Dijual Rumah di Tidar Bawah, Malang harga bawah pasar  Dekat lai-lai supermarket  Luas tanah 300 m² Luas bangunan 250 m²  1....",2100000000.0,6.0,3.0,300.0,250.0,2026-04-13,Sukun,Aman
